1, 0.011376, 0.013343, 0.046934, 0.016055
10, 0.01779, 0.01247, 0.082534, 0.013012
100, 0.015716, 0.013836, 0.129671, 0.013696
1000, 0.025254, 0.016488, 0.180224, 0.014469
10000, 0.107429, 0.055418, 0.23996, 0.071575
20000, 0.229142, 0.083256, 0.266783, 0.157327
50000, 0.679365, 0.183095, 0.316445, 0.489091
100000, 1.632775, 0.330118, 0.429005, 1.272507
