1, 7e-05, 0.000126, 0.000166, 9e-05
10, 0.00023, 0.000315, 0.000878, 0.000252
100, 0.0014, 0.001319, 0.007673, 0.001528
1000, 0.014345, 0.016238, 0.082437, 0.01452
10000, 0.117267, 0.118062, 0.74616, 0.124633
