10, 0.00023, 0.000315, 0.000878, 0.000252
100, 0.000202, 0.000715, 0.001332, 0.000497
1000, 0.000331, 0.004686, 0.007153, 0.007257
10000, 0.002281, 0.059553, 0.01565, 0.068429
100000, 0.031968, 0.393473, 0.17617, 1.028292
