1, 7e-05, 0.000368, 0.00027, 0.000153
10, 0.000202, 0.000715, 0.001332, 0.000497
100, 0.001413, 0.001882, 0.016714, 0.002082
1000, 0.019298, 0.016508, 0.123936, 0.012421
10000, 0.127259, 0.117615, 1.179736, 0.122744
