10, 7e-05, 0.000126, 0.000166, 9e-05
100, 7e-05, 0.000368, 0.00027, 0.000153
1000, 0.000116, 0.002693, 0.000702, 0.001787
10000, 0.000211, 0.036658, 0.006981, 0.053329
100000, 0.001609, 0.277822, 0.2782, 1.047551
