1, 0.001127, 0.001177, 0.00367, 0.001288
10, 0.001103, 0.001171, 0.0064, 0.001145
100, 0.001193, 0.001333, 0.011012, 0.001237
1000, 0.001924, 0.003046, 0.014125, 0.002295
10000, 0.011423, 0.023382, 0.024086, 0.029665
20000, 0.023425, 0.059136, 0.045801, 0.182332
50000, 0.08102, 0.146938, 0.07848, 0.330144
100000, 0.166374, 0.455582, 0.256241, 1.19344
