1, 0.00212, 0.326668, 0.152133, 1.209801
10, 0.017195, 0.33458, 0.157987, 1.311872
100, 0.251466, 0.384128, 0.23247, 1.261648
1000, 1.874029, 0.332799, 0.437086, 1.258949
10000, 17.095284, 0.414447, 2.877414, 1.358386
