1, 10, 0.000126
1, 100, 0.000368
1, 1000, 0.002693
1, 10000, 0.036658
1, 100000, 0.277822
10, 10, 0.000315
10, 100, 0.000715
10, 1000, 0.004686
10, 10000, 0.059553
10, 100000, 0.393473
100, 10, 0.001319
100, 100, 0.001882
100, 1000, 0.006088
100, 10000, 0.06724
100, 100000, 0.392951
1000, 10, 0.016238
1000, 100, 0.016508
1000, 1000, 0.017114
1000, 10000, 0.062156
1000, 100000, 0.383111
10000, 10, 0.118062
10000, 100, 0.117615
10000, 1000, 0.123213
10000, 10000, 0.165241
10000, 100000, 0.506293
